"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"47","0","2021-09-10","16","6","8","2","0","950","193"
"47","1","2021-09-10","11","4","5","2","0","477","119"
"47","2","2021-09-10","5","2","3","0","0","449","70"
"48","0","2021-09-10","6","0","4","2","0","463","121"
"48","1","2021-09-10","2","0","2","0","0","249","71"
"48","2","2021-09-10","4","0","2","2","0","209","50"
"49","0","2021-09-10","54","7","26","21","0","3565","723"
"49","1","2021-09-10","30","5","10","15","0","1755","449"
"49","2","2021-09-10","24","2","16","6","0","1810","274"
"50","0","2021-09-10","68","5","15","48","0","1597","390"
"50","1","2021-09-10","40","2","7","31","0","803","216"
"50","2","2021-09-10","28","3","8","17","0","780","169"
"51","0","2021-09-10","53","8","26","19","0","3726","918"
"51","1","2021-09-10","21","4","13","4","0","1864","512"
"51","2","2021-09-10","28","4","11","13","0","1815","395"
"52","0","2021-09-10","18","1","8","9","0","1414","381"
"52","1","2021-09-10","7","0","4","3","0","683","193"
"52","2","2021-09-10","11","1","4","6","0","720","183"
"53","0","2021-09-10","7","0","5","2","0","1345","282"
"53","1","2021-09-10","1","0","0","1","0","652","156"
"53","2","2021-09-10","6","0","5","1","0","693","126"
"54","0","2021-09-10","96","15","47","30","4","4835","1227"
"54","1","2021-09-10","46","7","25","13","1","2401","703"
"54","2","2021-09-10","49","8","21","17","3","2403","517"
"55","0","2021-09-10","6","1","4","1","0","1431","382"
"55","1","2021-09-10","3","0","3","0","0","703","214"
"55","2","2021-09-10","3","1","1","1","0","724","168"
"56","0","2021-09-10","93","9","40","12","32","2259","453"
"56","1","2021-09-10","53","7","24","5","17","1128","262"
"56","2","2021-09-10","40","2","16","7","15","1116","189"
"57","0","2021-09-10","99","20","57","9","13","7885","2444"
"57","1","2021-09-10","52","11","28","7","6","3960","1366"
"57","2","2021-09-10","47","9","29","2","7","3876","1058"
"58","0","2021-09-10","7","3","2","2","0","1126","335"
"58","1","2021-09-10","5","3","2","0","0","527","189"
"58","2","2021-09-10","2","0","0","2","0","583","143"
"59","0","2021-09-10","330","84","171","64","11","18216","3995"
"59","1","2021-09-10","162","49","74","32","7","9035","2190"
"59","2","2021-09-10","162","33","95","30","4","9011","1780"
"60","0","2021-09-10","143","21","48","72","2","5335","1411"
"60","1","2021-09-10","80","14","30","35","1","2637","782"
"60","2","2021-09-10","62","6","18","37","1","2657","617"
"61","0","2021-09-10","37","6","18","13","0","1768","359"
"61","1","2021-09-10","10","4","3","3","0","825","202"
"61","2","2021-09-10","24","1","13","10","0","924","153"
"62","0","2021-09-10","143","21","50","70","2","8601","1988"
"62","1","2021-09-10","82","15","28","37","2","4128","1049"
"62","2","2021-09-10","61","6","22","33","0","4375","918"
"63","0","2021-09-10","55","6","22","16","11","2879","769"
"63","1","2021-09-10","24","2","11","7","4","1354","421"
"63","2","2021-09-10","28","4","11","9","4","1501","344"
"64","0","2021-09-10","93","11","33","46","3","2276","502"
"64","1","2021-09-10","43","7","14","21","1","1158","276"
"64","2","2021-09-10","47","4","17","25","1","1104","224"
"65","0","2021-09-10","44","9","16","19","0","1067","229"
"65","1","2021-09-10","19","6","9","4","0","524","119"
"65","2","2021-09-10","25","3","7","15","0","538","110"
"66","0","2021-09-10","115","21","41","40","13","1699","393"
"66","1","2021-09-10","61","15","22","16","8","895","249"
"66","2","2021-09-10","54","6","19","24","5","803","143"
"67","0","2021-09-10","80","18","46","15","1","7602","1775"
"67","1","2021-09-10","46","11","27","7","1","3899","990"
"67","2","2021-09-10","33","6","19","8","0","3686","778"
"68","0","2021-09-10","83","23","47","11","2","6472","1542"
"68","1","2021-09-10","42","10","24","6","2","3320","874"
"68","2","2021-09-10","41","13","23","5","0","3141","665"
"69","0","2021-09-10","268","77","145","41","5","16350","3280"
"69","1","2021-09-10","135","45","68","20","2","8070","1925"
"69","2","2021-09-10","129","32","75","19","3","8095","1325"
"70","0","2021-09-10","15","1","9","2","3","1345","269"
"70","1","2021-09-10","8","1","5","1","1","665","154"
"70","2","2021-09-10","7","0","4","1","2","677","114"
"71","0","2021-09-10","27","3","17","6","1","4919","1122"
"71","1","2021-09-10","9","1","7","1","0","2267","600"
"71","2","2021-09-10","18","2","10","5","1","2609","514"
"72","0","2021-09-10","22","1","8","13","0","3090","614"
"72","1","2021-09-10","5","0","2","3","0","1459","353"
"72","2","2021-09-10","17","1","6","10","0","1631","261"
"73","0","2021-09-10","45","8","25","8","4","3091","719"
"73","1","2021-09-10","25","3","15","4","3","1536","417"
"73","2","2021-09-10","20","5","10","4","1","1537","300"
"74","0","2021-09-10","77","15","45","16","1","5270","1060"
"74","1","2021-09-10","44","10","25","9","0","2742","625"
"74","2","2021-09-10","32","5","20","6","1","2503","432"
"75","0","2021-09-10","365","126","190","47","2","21675","4700"
"75","1","2021-09-10","201","79","99","22","1","11631","2903"
"75","2","2021-09-10","162","47","89","25","1","9894","1780"
"76","0","2021-09-10","150","29","74","47","0","7079","1606"
"76","1","2021-09-10","75","19","34","22","0","3424","884"
"76","2","2021-09-10","73","9","39","25","0","3608","713"
"77","0","2021-09-10","205","78","57","68","2","9682","2106"
"77","1","2021-09-10","111","50","32","28","1","4992","1201"
"77","2","2021-09-10","94","28","25","40","1","4633","894"
"78","0","2021-09-10","148","25","63","56","4","8927","1899"
"78","1","2021-09-10","70","14","28","24","4","4541","1122"
"78","2","2021-09-10","77","11","34","32","0","4354","774"
"79","0","2021-09-10","17","2","11","3","1","1227","269"
"79","1","2021-09-10","8","1","6","1","0","576","154"
"79","2","2021-09-10","9","1","5","2","1","643","114"
"80","0","2021-09-10","99","16","29","50","4","3277","975"
"80","1","2021-09-10","36","6","9","19","2","1626","548"
"80","2","2021-09-10","62","10","20","31","1","1575","410"
"81","0","2021-09-10","52","7","31","14","0","1588","401"
"81","1","2021-09-10","31","3","17","11","0","798","239"
"81","2","2021-09-10","20","4","13","3","0","785","161"
"82","0","2021-09-10","28","12","12","4","0","1029","236"
"82","1","2021-09-10","15","8","6","1","0","549","120"
"82","2","2021-09-10","13","4","6","3","0","466","108"
"83","0","2021-09-10","231","42","112","76","1","6834","1610"
"83","1","2021-09-10","117","31","52","34","0","3451","934"
"83","2","2021-09-10","114","11","60","42","1","3301","662"
"84","0","2021-09-10","120","12","72","35","1","4500","945"
"84","1","2021-09-10","61","6","39","16","0","2209","552"
"84","2","2021-09-10","59","6","33","19","1","2242","379"
"85","0","2021-09-10","25","9","10","6","0","1785","306"
"85","1","2021-09-10","15","4","7","4","0","907","187"
"85","2","2021-09-10","8","4","3","1","0","876","118"
"86","0","2021-09-10","24","7","13","4","0","1397","280"
"86","1","2021-09-10","12","6","4","2","0","732","151"
"86","2","2021-09-10","12","1","9","2","0","653","126"
"87","0","2021-09-10","33","5","16","12","0","1263","334"
"87","1","2021-09-10","13","3","4","6","0","600","194"
"87","2","2021-09-10","20","2","12","6","0","658","139"
"88","0","2021-09-10","30","2","13","15","0","3009","871"
"88","1","2021-09-10","15","1","8","6","0","1437","478"
"88","2","2021-09-10","15","1","5","9","0","1559","391"
"89","0","2021-09-10","29","3","21","5","0","2470","605"
"89","1","2021-09-10","17","3","12","2","0","1205","334"
"89","2","2021-09-10","12","0","9","3","0","1238","266"
"90","0","2021-09-10","32","8","19","5","0","2297","618"
"90","1","2021-09-10","14","3","7","4","0","1136","363"
"90","2","2021-09-10","18","5","12","1","0","1161","255"
"91","0","2021-09-10","186","55","59","65","7","10192","1929"
"91","1","2021-09-10","84","28","28","26","2","5026","1044"
"91","2","2021-09-10","100","26","30","39","5","4860","844"
"92","0","2021-09-10","356","53","133","144","26","15553","2782"
"92","1","2021-09-10","161","29","68","58","6","8136","1632"
"92","2","2021-09-10","187","24","65","83","15","7309","1136"
"93","0","2021-09-10","346","41","118","175","12","14304","2557"
"93","1","2021-09-10","185","21","65","96","3","7577","1511"
"93","2","2021-09-10","156","18","51","78","9","6563","1019"
"94","0","2021-09-10","237","46","128","58","5","14587","3041"
"94","1","2021-09-10","114","26","65","20","3","7376","1725"
"94","2","2021-09-10","119","19","60","38","2","7088","1290"
"95","0","2021-09-10","173","29","69","66","9","9882","2075"
"95","1","2021-09-10","92","21","40","26","5","5187","1242"
"95","2","2021-09-10","81","8","29","40","4","4613","820"
"01","0","2021-09-11","55","5","22","26","2","3004","633"
"01","1","2021-09-11","25","2","10","12","1","1496","373"
"01","2","2021-09-11","30","3","12","14","1","1483","257"
"02","0","2021-09-11","36","5","16","13","2","4450","1131"
"02","1","2021-09-11","20","4","10","6","0","2147","624"
"02","2","2021-09-11","14","1","5","7","1","2280","499"
"03","0","2021-09-11","22","2","9","11","0","2276","598"
"03","1","2021-09-11","9","2","3","4","0","1060","339"
"03","2","2021-09-11","13","0","6","7","0","1194","249"
"04","0","2021-09-11","40","4","11","24","1","1260","260"
"04","1","2021-09-11","21","2","7","11","1","605","154"
"04","2","2021-09-11","19","2","4","13","0","624","99"
"05","0","2021-09-11","29","7","16","5","1","1355","262"
"05","1","2021-09-11","13","6","4","3","0","674","159"
"05","2","2021-09-11","16","1","12","2","1","672","101"
"06","0","2021-09-11","262","60","126","73","3","7380","1653"
"06","1","2021-09-11","120","42","50","27","1","3761","953"
"06","2","2021-09-11","139","17","74","46","2","3521","683"
"07","0","2021-09-11","30","7","20","3","0","2140","506"
"07","1","2021-09-11","21","5","14","2","0","993","301"
"07","2","2021-09-11","9","2","6","1","0","1111","202"
"08","0","2021-09-11","11","1","9","1","0","1219","377"
"08","1","2021-09-11","4","1","3","0","0","626","222"
"08","2","2021-09-11","7","0","6","1","0","582","154"
"09","0","2021-09-11","36","6","13","16","1","515","93"
"09","1","2021-09-11","19","5","6","7","1","246","56"
"09","2","2021-09-11","17","1","7","9","0","265","37"
"10","0","2021-09-11","20","4","12","4","0","2016","449"
"10","1","2021-09-11","12","3","6","3","0","1045","268"
"10","2","2021-09-11","8","1","6","1","0","959","178"
"11","0","2021-09-11","82","16","53","12","1","1439","397"
"11","1","2021-09-11","35","11","21","3","0","723","229"
"11","2","2021-09-11","45","4","32","8","1","704","157"
"12","0","2021-09-11","31","4","15","12","0","1140","249"
"12","1","2021-09-11","16","3","7","6","0","581","140"
"12","2","2021-09-11","14","1","7","6","0","543","107"
"13","0","2021-09-11","879","214","434","224","7","24403","3894"
"13","1","2021-09-11","455","133","220","101","1","12559","2286"
"13","2","2021-09-11","415","80","209","120","6","11682","1579"
"14","0","2021-09-11","47","12","28","5","2","2906","637"
"14","1","2021-09-11","23","6","12","4","1","1400","352"
"14","2","2021-09-11","19","6","11","1","1","1487","281"
"15","0","2021-09-11","5","0","5","0","0","610","142"
"15","1","2021-09-11","3","0","3","0","0","302","79"
"15","2","2021-09-11","2","0","2","0","0","303","60"
"16","0","2021-09-11","21","6","8","7","0","715","162"
"16","1","2021-09-11","12","3","6","3","0","372","99"
"16","2","2021-09-11","9","3","2","4","0","335","63"
"17","0","2021-09-11","80","14","47","19","0","1370","364"
"17","1","2021-09-11","42","9","22","11","0","727","220"
"17","2","2021-09-11","37","4","25","8","0","640","144"
"18","0","2021-09-11","13","3","5","5","0","1621","517"
"18","1","2021-09-11","8","3","3","2","0","754","275"
"18","2","2021-09-11","5","0","2","3","0","863","241"
"19","0","2021-09-11","13","2","10","1","0","989","228"
"19","1","2021-09-11","5","0","4","1","0","489","130"
"19","2","2021-09-11","8","2","6","0","0","492","97"
"21","0","2021-09-11","39","17","16","5","1","3963","952"
"21","1","2021-09-11","23","12","9","1","1","1994","554"
"21","2","2021-09-11","16","5","7","4","0","1941","391"
"22","0","2021-09-11","46","3","30","10","3","1375","260"
"22","1","2021-09-11","19","3","14","0","2","653","149"
"22","2","2021-09-11","27","0","16","10","1","717","110"
"23","0","2021-09-11","18","3","8","7","0","609","98"
"23","1","2021-09-11","13","3","7","3","0","303","56"
"23","2","2021-09-11","5","0","1","4","0","304","41"
"24","0","2021-09-11","103","9","32","62","0","1035","258"
"24","1","2021-09-11","51","6","15","30","0","509","146"
"24","2","2021-09-11","52","3","17","32","0","525","112"
"25","0","2021-09-11","19","6","13","0","0","2516","522"
"25","1","2021-09-11","11","3","8","0","0","1307","311"
"25","2","2021-09-11","8","3","5","0","0","1204","210"
"26","0","2021-09-11","60","10","37","13","0","3115","795"
"26","1","2021-09-11","31","7","17","7","0","1583","446"
"26","2","2021-09-11","29","3","20","6","0","1489","332"
"27","0","2021-09-11","78","4","18","56","0","2034","507"
"27","1","2021-09-11","30","2","11","17","0","999","282"
"27","2","2021-09-11","47","2","7","38","0","1017","219"
"28","0","2021-09-11","30","9","12","8","1","3015","522"
"28","1","2021-09-11","19","8","7","3","1","1531","284"
"28","2","2021-09-11","10","1","4","5","0","1460","236"
"29","0","2021-09-11","55","7","24","22","2","1281","284"
"29","1","2021-09-11","37","6","16","13","2","661","179"
"29","2","2021-09-11","18","1","8","9","0","609","102"
"2A","0","2021-09-11","22","5","9","8","0","619","121"
"2A","1","2021-09-11","12","4","3","5","0","314","68"
"2A","2","2021-09-11","10","1","6","3","0","304","53"
"2B","0","2021-09-11","28","5","20","2","1","590","108"
"2B","1","2021-09-11","17","4","10","2","1","327","63"
"2B","2","2021-09-11","11","1","10","0","0","259","45"
"30","0","2021-09-11","140","39","72","29","0","3387","710"
"30","1","2021-09-11","75","26","37","12","0","1754","407"
"30","2","2021-09-11","65","13","35","17","0","1614","302"
"31","0","2021-09-11","249","80","90","71","8","6102","882"
"31","1","2021-09-11","116","40","44","30","2","3190","538"
"31","2","2021-09-11","132","40","46","40","6","2874","339"
"32","0","2021-09-11","19","4","10","3","2","522","106"
"32","1","2021-09-11","8","1","3","2","2","257","59"
"32","2","2021-09-11","11","3","7","1","0","263","47"
"33","0","2021-09-11","184","53","113","17","1","6191","1128"
"33","1","2021-09-11","110","34","65","10","1","3166","628"
"33","2","2021-09-11","74","19","48","7","0","2997","496"
"34","0","2021-09-11","225","70","99","53","3","5724","1123"
"34","1","2021-09-11","114","41","50","22","1","3010","666"
"34","2","2021-09-11","109","29","49","29","2","2697","453"
"35","0","2021-09-11","152","15","91","45","1","3851","739"
"35","1","2021-09-11","74","12","45","17","0","1932","407"
"35","2","2021-09-11","78","3","46","28","1","1890","329"
"36","0","2021-09-11","19","3","6","10","0","1073","271"
"36","1","2021-09-11","9","1","4","4","0","541","143"
"36","2","2021-09-11","9","2","2","5","0","521","125"
"37","0","2021-09-11","54","15","13","25","1","2300","509"
"37","1","2021-09-11","34","9","10","14","1","1183","315"
"37","2","2021-09-11","20","6","3","11","0","1113","193"
"38","0","2021-09-11","131","31","73","17","10","8171","1837"
"38","1","2021-09-11","78","21","43","10","4","3977","1066"
"38","2","2021-09-11","53","10","30","7","6","4153","762"
"39","0","2021-09-11","11","3","6","2","0","2047","488"
"39","1","2021-09-11","7","2","4","1","0","940","255"
"39","2","2021-09-11","4","1","2","1","0","1090","230"
"40","0","2021-09-11","15","5","8","2","0","1011","258"
"40","1","2021-09-11","7","3","3","1","0","522","134"
"40","2","2021-09-11","8","2","5","1","0","486","121"
"41","0","2021-09-11","28","4","5","18","1","1706","335"
"41","1","2021-09-11","20","2","3","14","1","864","203"
"41","2","2021-09-11","8","2","2","4","0","837","132"
"42","0","2021-09-11","105","17","67","21","0","6136","1401"
"42","1","2021-09-11","47","9","27","11","0","3076","807"
"42","2","2021-09-11","58","8","40","10","0","3017","584"
"43","0","2021-09-11","31","2","13","16","0","1342","266"
"43","1","2021-09-11","12","0","6","6","0","654","152"
"43","2","2021-09-11","19","2","7","10","0","668","112"
"44","0","2021-09-11","74","23","39","11","1","4249","878"
"44","1","2021-09-11","43","15","21","6","1","2138","489"
"44","2","2021-09-11","31","8","18","5","0","2109","389"
"45","0","2021-09-11","97","16","33","43","5","3253","670"
